week_start,run_date,banner,product_id,brand,title,package_size,unit_price,unit_price_basis,price,was_price,deal_type,deal_text,deal_expiry,url
4/16/2026,4/17/2026,Independent City Market,20082109001_KG,,LoBok (Daikon Radish),$5.47/1kg $2.48/1lb,,,5.14,,,,,https://www.independentcitymarket.ca/en/lobok-daikon-radish/p/20082109001_KG
4/16/2026,4/17/2026,Independent City Market,20851084001_KG,,"Chinese Carrots, Jumbo",$4.41/1kg $2.00/1lb,,,3.27,,,,,https://www.independentcitymarket.ca/en/chinese-carrots-jumbo/p/20851084001_KG
4/16/2026,4/17/2026,Independent City Market,21006885_EA,Oikos,"Greek Yogurt, Plain, 2% M.F.",750 g,1.13,100g,8.49,,,,,https://www.independentcitymarket.ca/en/greek-yogurt-plain-2-m-f/p/21006885_EA
4/16/2026,4/17/2026,Independent City Market,21537885_EA,Milk 2 Go,2% Partly Skimmed Milk,6x200.0 ml,0.42,100ml,5.00,6.49,SALE,SAVE $1.49,4/22/2026,https://www.independentcitymarket.ca/en/2-partly-skimmed-milk/p/21537885_EA
4/16/2026,4/17/2026,Independent City Market,20814983001_EA,Burnbrae Farms,"Nature's Best White Eggs, Large",12 ea,0.52,1ea,6.21,,,,,https://www.independentcitymarket.ca/en/nature-s-best-white-eggs-large/p/20814983001_EA
4/16/2026,4/17/2026,Independent City Market,20124384002_EA,Silk,"Soy Milk Alternative, Vanilla, Dairy Free, 7g of Protein",1.89 l,0.28,100ml,5.29,,MULTI,$4.50 MIN 2,,https://www.independentcitymarket.ca/en/soy-milk-alternative-vanilla-dairy-free-7g-of-prot/p/20124384002_EA
4/16/2026,4/17/2026,Independent City Market,21021224_EA,Green Giant,"Corn Niblets, Whole Kernel",341 ml,0.67,100ml,2.29,,,,,https://www.independentcitymarket.ca/en/corn-niblets-whole-kernel/p/21021224_EA
4/16/2026,4/17/2026,Independent City Market,21677467_EA,Tropicana,100% Fresh Pressed Juice Apple Juice,1.36 l,0.48,100ml,6.49,,,,,https://www.independentcitymarket.ca/en/100-fresh-pressed-juice-apple-juice/p/21677467_EA
4/16/2026,4/17/2026,Independent City Market,20637355_EA,Quaker,Life Original Cereal,450 g,1.33,100g,5.99,,,,,https://www.independentcitymarket.ca/en/life-original-cereal/p/20637355_EA
4/16/2026,4/17/2026,Independent City Market,20698133_EA,President's Choice,Chicken Spring Rolls,574 g,1.74,100g,10.00,,,,,https://www.independentcitymarket.ca/en/chicken-spring-rolls/p/20698133_EA
4/16/2026,4/17/2026,Independent City Market,21511747_EA,Kelloggs,Eggo Thick & Fluffy Waffles Original,330 g,1.36,100g,4.49,,,,,https://www.independentcitymarket.ca/en/eggo-thick-fluffy-waffles-original/p/21511747_EA
4/16/2026,4/17/2026,Independent City Market,21240913_EA,Lay's,Wavy Lightly Salted Potato Chips,235 g,2.25,100g,5.29,,MULTI,$4.75 MIN 2,,https://www.independentcitymarket.ca/en/wavy-lightly-salted-potato-chips/p/21240913_EA
4/16/2026,4/17/2026,Independent City Market,20125755_EA,Pita Break,"Mini Pitas, Regular",450 g,1.11,100g,4.99,,,,,https://www.independentcitymarket.ca/en/mini-pitas-regular/p/20125755_EA
4/16/2026,4/17/2026,Independent City Market,21715576_EA,Softsoap,Refill Hand Soap,1.47 l,0.58,100ml,8.49,,,,,https://www.independentcitymarket.ca/en/refill-hand-soap/p/21715576_EA
4/16/2026,4/17/2026,Independent City Market,21191830_EA,Janes,"Pub Style Chicken Nugget, Fully Cooked",700 g,2,100g,14.00,,,,,https://www.independentcitymarket.ca/en/pub-style-chicken-nugget-fully-cooked/p/21191830_EA
4/16/2026,4/17/2026,Independent City Market,20817066001_KG,,Papaya,$5.03/1kg $2.28/1lb,,,6.54,,,,,https://www.independentcitymarket.ca/en/papaya/p/20817066001_KG
4/16/2026,4/17/2026,Independent City Market,20054025001_EA,Farmer's Market,"Mandarin, 4 lb bag",1.8 kg,0.61,100g,10.99,,,,,https://www.independentcitymarket.ca/en/mandarin-4-lb-bag/p/20054025001_EA
4/16/2026,4/17/2026,Independent City Market,20099819001_EA,Farmer's Market,"Mandarin Oranges, 2 lb bag",907 g,0.83,100g,7.50,,,,,https://www.independentcitymarket.ca/en/mandarin-oranges-2-lb-bag/p/20099819001_EA
4/16/2026,4/17/2026,Independent City Market,20732366_EA,Maple Leaf,Original Natural Bacon,375 g,2.67,100g,10.00,,,,,https://www.independentcitymarket.ca/en/original-natural-bacon/p/20732366_EA
4/16/2026,4/17/2026,Independent City Market,20584097_EA,President's Choice,Hummus ,227 g,1.89,100g,4.29,,,,,https://www.independentcitymarket.ca/en/hummus/p/20584097_EA
4/16/2026,4/17/2026,Independent City Market,20340143_EA,President's Choice,Sugar Cones ,142 g,2.32,100g,3.29,,,,,https://www.independentcitymarket.ca/en/sugar-cones/p/20340143_EA
4/16/2026,4/17/2026,Independent City Market,20425775001_KG,,Extra Large Green Seedless Grapes,$6.59/1kg $2.99/1lb,,,6.72,8.98,SALE,SAVE $2.26,4/22/2026,https://www.independentcitymarket.ca/en/extra-large-green-seedless-grapes/p/20425775001_KG
4/16/2026,4/21/2026,Loblaws,21495823_EA,T&T,Pork and Vegetable Potstickers,567 g,0.88,100g,5.00,,,,,https://www.loblaws.ca/en/pork-and-vegetable-potstickers/p/21495823_EA
4/16/2026,4/21/2026,No Frills,21495823_EA,T&T,Pork and Vegetable Potstickers,567 g,0.88,100g,5.00,,,,,https://www.nofrills.ca/en/pork-and-vegetable-potstickers/p/21495823_EA
4/16/2026,4/21/2026,Real Canadian Superstore,21495823_EA,T&T,Pork and Vegetable Potstickers,567 g,0.88,100g,5.00,,,,,https://www.realcanadiansuperstore.ca/en/pork-and-vegetable-potstickers/p/21495823_EA
4/16/2026,4/21/2026,Independent City Market,21495823_EA,T&T,Pork and Vegetable Potstickers,567 g,0.88,100g,5.00,,,,,https://www.independentcitymarket.ca/en/pork-and-vegetable-potstickers/p/21495823_EA
4/16/2026,4/21/2026,Loblaws,21622130_EA,Tropicana,"Orange Juice, No Pulp",1.36 l,0.48,100ml,6.49,,,,,https://www.loblaws.ca/en/orange-juice-no-pulp/p/21622130_EA
4/16/2026,4/21/2026,No Frills,21622130_EA,Tropicana,"Orange Juice, No Pulp",1.36 l,0.29,100ml,4.00,4.50,SALE,SAVE $0.50,4/29/2026,https://www.nofrills.ca/en/orange-juice-no-pulp/p/21622130_EA
4/16/2026,4/21/2026,Real Canadian Superstore,21622130_EA,Tropicana,"Orange Juice, No Pulp",1.36 l,0.37,100ml,5.00,,,,,https://www.realcanadiansuperstore.ca/en/orange-juice-no-pulp/p/21622130_EA
4/16/2026,4/21/2026,Independent City Market,21622130_EA,Tropicana,"Orange Juice, No Pulp",1.36 l,0.48,100ml,6.49,,,,,https://www.independentcitymarket.ca/en/orange-juice-no-pulp/p/21622130_EA
4/23/2026,4/23/2026,Loblaws,20049778001_EA,,Strawberries 1LB,454 g,1.1,100g,5.00,,,,,https://www.loblaws.ca/en/strawberries-1lb/p/20049778001_EA
4/23/2026,4/23/2026,Loblaws,20045276001_EA,,Honeydew Melon,1 ea,7,1ea,7.00,,,,,https://www.loblaws.ca/en/honeydew-melon/p/20045276001_EA
4/23/2026,4/23/2026,Loblaws,20167017001_EA,,Cantaloupe,1 ea,4,1ea,4.00,5.00,SALE,SAVE $1.00,4/29/2026,https://www.loblaws.ca/en/cantaloupe/p/20167017001_EA
4/23/2026,4/23/2026,Loblaws,20082109001_KG,,LoBok (Daikon Radish),$3.26/1kg $1.48/1lb,,,3.06,,,,,https://www.loblaws.ca/en/lobok-daikon-radish/p/20082109001_KG
4/23/2026,4/23/2026,Loblaws,20851084001_KG,,"Chinese Carrots, Jumbo",$4.41/1kg $2.00/1lb,,,3.27,,,,,https://www.loblaws.ca/en/chinese-carrots-jumbo/p/20851084001_KG
4/23/2026,4/23/2026,Loblaws,21006885_EA,Oikos,"Greek Yogurt, Plain, 2% M.F.",750 g,1.17,100g,8.79,,,,,https://www.loblaws.ca/en/greek-yogurt-plain-2-m-f/p/21006885_EA
4/23/2026,4/23/2026,Loblaws,21537885_EA,Milk 2 Go,2% Partly Skimmed Milk,6x200.0 ml,0.42,100ml,5.00,6.49,SALE,SAVE $1.49,4/29/2026,https://www.loblaws.ca/en/2-partly-skimmed-milk/p/21537885_EA
4/23/2026,4/23/2026,Loblaws,20814983001_EA,Burnbrae Farms,"Nature's Best White Eggs, Large",12 ea,0.46,1ea,5.50,6.21,SALE,SAVE $0.71,5/20/2026,https://www.loblaws.ca/en/nature-s-best-white-eggs-large/p/20814983001_EA
4/23/2026,4/23/2026,Loblaws,20124384002_EA,Silk,"Soy Milk Alternative, Vanilla, Dairy Free, 7g of Protein",1.89 l,0.28,100ml,5.29,,MULTI,$4.50 MIN 2,,https://www.loblaws.ca/en/soy-milk-alternative-vanilla-dairy-free-7g-of-prot/p/20124384002_EA
4/23/2026,4/23/2026,Loblaws,21021224_EA,Green Giant,"Corn Niblets, Whole Kernel",341 ml,0.67,100ml,2.29,,,,,https://www.loblaws.ca/en/corn-niblets-whole-kernel/p/21021224_EA
4/23/2026,4/23/2026,Loblaws,21677467_EA,Tropicana,100% Fresh Pressed Juice Apple Juice,1.36 l,0.48,100ml,6.49,,,,,https://www.loblaws.ca/en/100-fresh-pressed-juice-apple-juice/p/21677467_EA
4/23/2026,4/23/2026,Loblaws,20637355_EA,Quaker,Life Original Cereal,450 g,1.29,100g,5.79,,,,,https://www.loblaws.ca/en/life-original-cereal/p/20637355_EA
4/23/2026,4/23/2026,Loblaws,20698133_EA,President's Choice,Chicken Spring Rolls,574 g,1.74,100g,10.00,,,,,https://www.loblaws.ca/en/chicken-spring-rolls/p/20698133_EA
4/23/2026,4/23/2026,Loblaws,21511747_EA,Kelloggs,Eggo Thick & Fluffy Waffles Original,330 g,1.06,100g,3.50,4.49,SALE,SAVE $0.99,4/29/2026,https://www.loblaws.ca/en/eggo-thick-fluffy-waffles-original/p/21511747_EA
4/23/2026,4/23/2026,Loblaws,21240913_EA,Lay's,Wavy Lightly Salted Potato Chips,235 g,1.7,100g,4.00,4.50,SALE,SAVE $0.50,4/29/2026,https://www.loblaws.ca/en/wavy-lightly-salted-potato-chips/p/21240913_EA
4/23/2026,4/23/2026,Loblaws,20125755_EA,Pita Break,"Mini Pitas, Regular",450 g,1.11,100g,4.99,,,,,https://www.loblaws.ca/en/mini-pitas-regular/p/20125755_EA
4/23/2026,4/23/2026,Loblaws,21715576_EA,Softsoap,Refill Hand Soap,1.47 l,0.58,100ml,8.49,,,,,https://www.loblaws.ca/en/refill-hand-soap/p/21715576_EA
4/23/2026,4/23/2026,Loblaws,21191830_EA,Janes,"Pub Style Chicken Nugget, Fully Cooked",700 g,1,100g,7.00,14.00,SALE,SAVE $7.00,4/29/2026,https://www.loblaws.ca/en/pub-style-chicken-nugget-fully-cooked/p/21191830_EA
4/23/2026,4/23/2026,Loblaws,20817066001_KG,,Papaya,$5.03/1kg $2.28/1lb,,,6.54,,,,,https://www.loblaws.ca/en/papaya/p/20817066001_KG
4/23/2026,4/23/2026,Loblaws,21595175_EA,Butcher's Choice,Medium Ground Beef,450 g,2.11,100g,9.50,,,,,https://www.loblaws.ca/en/medium-ground-beef/p/21595175_EA
4/23/2026,4/23/2026,Loblaws,20054025001_EA,Farmer's Market,"Mandarin, 4 lb bag",1.8 kg,0.56,100g,9.99,,,,,https://www.loblaws.ca/en/mandarin-4-lb-bag/p/20054025001_EA
4/23/2026,4/23/2026,Loblaws,20099819001_EA,Farmer's Market,"Mandarin Oranges, 2 lb bag",907 g,0.77,100g,7.00,,,,,https://www.loblaws.ca/en/mandarin-oranges-2-lb-bag/p/20099819001_EA
4/23/2026,4/23/2026,Loblaws,20732366_EA,Maple Leaf,Original Natural Bacon,375 g,2.67,100g,10.00,,,,,https://www.loblaws.ca/en/original-natural-bacon/p/20732366_EA
4/23/2026,4/23/2026,Loblaws,21505336_EA,Aveeno,"Positively Radiant Daily Moisturizer SPF 15, Dry Skin Lotion, Face Cream, Hypoallergenic, Soy Formula",120 ml,24.99,100ml,29.99,,,,,https://www.loblaws.ca/en/positively-radiant-daily-moisturizer-spf-15-dry-sk/p/21505336_EA
4/23/2026,4/23/2026,Loblaws,20425775001_KG,,Extra Large Green Seedless Grapes,$5.51/1kg $2.50/1lb,,,5.62,8.98,SALE,SAVE $3.36,4/29/2026,https://www.loblaws.ca/en/extra-large-green-seedless-grapes/p/20425775001_KG
4/23/2026,4/23/2026,Loblaws,20584097_EA,President's Choice,Hummus ,227 g,1.89,100g,4.29,,,,,https://www.loblaws.ca/en/hummus/p/20584097_EA
4/23/2026,4/23/2026,Loblaws,20340143_EA,President's Choice,Sugar Cones ,142 g,1.94,100g,2.75,,,,,https://www.loblaws.ca/en/sugar-cones/p/20340143_EA
4/23/2026,4/23/2026,Loblaws,21495823_EA,T&T,Pork and Vegetable Potstickers,567 g,0.88,100g,5.00,,,,,https://www.loblaws.ca/en/pork-and-vegetable-potstickers/p/21495823_EA
4/23/2026,4/23/2026,Loblaws,21622130_EA,Tropicana,"Orange Juice, No Pulp",1.36 l,0.48,100ml,6.49,,,,,https://www.loblaws.ca/en/orange-juice-no-pulp/p/21622130_EA
4/23/2026,4/23/2026,No Frills,20049778001_EA,,Strawberries 1LB,454 g,0.88,100g,3.99,,,,,https://www.nofrills.ca/en/strawberries-1lb/p/20049778001_EA
4/23/2026,4/23/2026,No Frills,20045276001_EA,,Honeydew Melon,1 ea,5.99,1ea,5.99,,,,,https://www.nofrills.ca/en/honeydew-melon/p/20045276001_EA
4/23/2026,4/23/2026,No Frills,20167017001_EA,,Cantaloupe,1 ea,2.99,1ea,2.99,3.99,SALE,SAVE $1.00,4/29/2026,https://www.nofrills.ca/en/cantaloupe/p/20167017001_EA
4/23/2026,4/23/2026,No Frills,20082109001_KG,,LoBok (Daikon Radish),$2.84/1kg $1.29/1lb,,,2.67,,,,,https://www.nofrills.ca/en/lobok-daikon-radish/p/20082109001_KG
4/23/2026,4/23/2026,No Frills,20851084001_KG,,"Chinese Carrots, Jumbo",$3.95/1kg $1.79/1lb,,,2.93,,,,,https://www.nofrills.ca/en/chinese-carrots-jumbo/p/20851084001_KG
4/23/2026,4/23/2026,No Frills,21006885_EA,Oikos,"Greek Yogurt, Plain, 2% M.F.",750 g,0.97,100g,7.29,,,,,https://www.nofrills.ca/en/greek-yogurt-plain-2-m-f/p/21006885_EA
4/23/2026,4/23/2026,No Frills,21537885_EA,Milk 2 Go,2% Partly Skimmed Milk,6x200.0 ml,0.4,100ml,4.75,6.79,SALE,SAVE $2.04,4/29/2026,https://www.nofrills.ca/en/2-partly-skimmed-milk/p/21537885_EA
4/23/2026,4/23/2026,No Frills,20814983001_EA,Burnbrae Farms,"Nature's Best White Eggs, Large",12 ea,0.47,1ea,5.69,,,,,https://www.nofrills.ca/en/nature-s-best-white-eggs-large/p/20814983001_EA
4/23/2026,4/23/2026,No Frills,20124384002_EA,Silk,"Soy Milk Alternative, Vanilla, Dairy Free, 7g of Protein",1.89 l,0.26,100ml,5.00,,,,,https://www.nofrills.ca/en/soy-milk-alternative-vanilla-dairy-free-7g-of-prot/p/20124384002_EA
4/23/2026,4/23/2026,No Frills,21021224_EA,Green Giant,"Corn Niblets, Whole Kernel",341 ml,0.58,100ml,1.99,,,,,https://www.nofrills.ca/en/corn-niblets-whole-kernel/p/21021224_EA
4/23/2026,4/23/2026,No Frills,21677467_EA,Tropicana,100% Fresh Pressed Juice Apple Juice,1.36 l,0.29,100ml,4.00,5.29,SALE,SAVE $1.29,4/29/2026,https://www.nofrills.ca/en/100-fresh-pressed-juice-apple-juice/p/21677467_EA
4/23/2026,4/23/2026,No Frills,20637355_EA,Quaker,Life Original Cereal,450 g,1.11,100g,5.00,,,,,https://www.nofrills.ca/en/life-original-cereal/p/20637355_EA
4/23/2026,4/23/2026,No Frills,20698133_EA,President's Choice,Chicken Spring Rolls,574 g,2,100g,11.50,,,,,https://www.nofrills.ca/en/chicken-spring-rolls/p/20698133_EA
4/23/2026,4/23/2026,No Frills,21511747_EA,Kelloggs,Eggo Thick & Fluffy Waffles Original,330 g,1,100g,3.29,4.00,SALE,SAVE $0.71,5/20/2026,https://www.nofrills.ca/en/eggo-thick-fluffy-waffles-original/p/21511747_EA
4/23/2026,4/23/2026,No Frills,21240913_EA,Lay's,Wavy Lightly Salted Potato Chips,235 g,1.28,100g,3.00,3.89,SALE,SAVE $0.89,4/29/2026,https://www.nofrills.ca/en/wavy-lightly-salted-potato-chips/p/21240913_EA
4/23/2026,4/23/2026,No Frills,20125755_EA,Pita Break,"Mini Pitas, Regular",450 g,0.89,100g,3.99,,,,,https://www.nofrills.ca/en/mini-pitas-regular/p/20125755_EA
4/23/2026,4/23/2026,No Frills,21715576_EA,Softsoap,Refill Hand Soap,1.47 l,0.51,100ml,7.49,,,,,https://www.nofrills.ca/en/refill-hand-soap/p/21715576_EA
4/23/2026,4/23/2026,No Frills,21191830_EA,Janes,"Pub Style Chicken Nugget, Fully Cooked",700 g,1.79,100g,12.50,,,,,https://www.nofrills.ca/en/pub-style-chicken-nugget-fully-cooked/p/21191830_EA
4/23/2026,4/23/2026,No Frills,20117550001_EA,Farmer's Market,Sweet Baby Peppers (4-Pack),1 ea,1.25,1ea,4.99,5.99,SALE,SAVE $1.00,4/29/2026,https://www.nofrills.ca/en/sweet-baby-peppers-4-pack/p/20117550001_EA
4/23/2026,4/23/2026,No Frills,20817066001_KG,,Papaya,$4.39/1kg $1.99/1lb,,,5.71,,,,,https://www.nofrills.ca/en/papaya/p/20817066001_KG
4/23/2026,4/23/2026,No Frills,20054025001_EA,Farmer's Market,"Mandarin, 4 lb bag",1.8 kg,0.39,100g,6.99,,,,,https://www.nofrills.ca/en/mandarin-4-lb-bag/p/20054025001_EA
4/23/2026,4/23/2026,No Frills,20099819001_EA,Farmer's Market,"Mandarin Oranges, 2 lb bag",907 g,0.66,100g,5.99,,,,,https://www.nofrills.ca/en/mandarin-oranges-2-lb-bag/p/20099819001_EA
4/23/2026,4/23/2026,No Frills,20732366_EA,Maple Leaf,Original Natural Bacon,375 g,2.53,100g,9.49,,,,,https://www.nofrills.ca/en/original-natural-bacon/p/20732366_EA
4/23/2026,4/23/2026,No Frills,20425775001_KG,,Extra Large Green Seedless Grapes,$9.90/1kg $4.49/1lb,,,10.10,,,,,https://www.nofrills.ca/en/extra-large-green-seedless-grapes/p/20425775001_KG
4/23/2026,4/23/2026,No Frills,20584097_EA,President's Choice,Hummus ,227 g,1.32,100g,3.00,3.50,SALE,SAVE $0.50,4/29/2026,https://www.nofrills.ca/en/hummus/p/20584097_EA
4/23/2026,4/23/2026,No Frills,20340143_EA,President's Choice,Sugar Cones ,142 g,1.89,100g,2.69,,,,,https://www.nofrills.ca/en/sugar-cones/p/20340143_EA
4/23/2026,4/23/2026,No Frills,21495823_EA,T&T,Pork and Vegetable Potstickers,567 g,0.97,100g,5.50,,,,,https://www.nofrills.ca/en/pork-and-vegetable-potstickers/p/21495823_EA
4/23/2026,4/23/2026,No Frills,21622130_EA,Tropicana,"Orange Juice, No Pulp",1.36 l,0.29,100ml,4.00,4.50,SALE,SAVE $0.50,4/29/2026,https://www.nofrills.ca/en/orange-juice-no-pulp/p/21622130_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20049778001_EA,,Strawberries 1LB,454 g,0.88,100g,4.00,4.50,SALE,SAVE $0.50,4/29/2026,https://www.realcanadiansuperstore.ca/en/strawberries-1lb/p/20049778001_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20045276001_EA,,Honeydew Melon,1 ea,7.5,1ea,7.50,,,,,https://www.realcanadiansuperstore.ca/en/honeydew-melon/p/20045276001_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20167017001_EA,,Cantaloupe,1 ea,4,1ea,4.00,,,,,https://www.realcanadiansuperstore.ca/en/cantaloupe/p/20167017001_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20082109001_KG,,LoBok (Daikon Radish),$3.28/1kg $1.49/1lb,,,3.08,,,,,https://www.realcanadiansuperstore.ca/en/lobok-daikon-radish/p/20082109001_KG
4/23/2026,4/23/2026,Real Canadian Superstore,20851084001_KG,,"Chinese Carrots, Jumbo",$4.14/1kg $1.88/1lb,,,3.07,3.27,SALE,SAVE $0.20,4/29/2026,https://www.realcanadiansuperstore.ca/en/chinese-carrots-jumbo/p/20851084001_KG
4/23/2026,4/23/2026,Real Canadian Superstore,21006885_EA,Oikos,"Greek Yogurt, Plain, 2% M.F.",750 g,0.97,100g,7.29,,,,,https://www.realcanadiansuperstore.ca/en/greek-yogurt-plain-2-m-f/p/21006885_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21537885_EA,Milk 2 Go,2% Partly Skimmed Milk,6x200.0 ml,0.42,100ml,5.00,6.49,SALE,SAVE $1.49,4/29/2026,https://www.realcanadiansuperstore.ca/en/2-partly-skimmed-milk/p/21537885_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20814983001_EA,Burnbrae Farms,"Nature's Best White Eggs, Large",12 ea,0.52,1ea,6.21,,,,,https://www.realcanadiansuperstore.ca/en/nature-s-best-white-eggs-large/p/20814983001_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20124384002_EA,Silk,"Soy Milk Alternative, Vanilla, Dairy Free, 7g of Protein",1.89 l,0.28,100ml,5.29,,MULTI,$4.50 MIN 2,,https://www.realcanadiansuperstore.ca/en/soy-milk-alternative-vanilla-dairy-free-7g-of-prot/p/20124384002_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21021224_EA,Green Giant,"Corn Niblets, Whole Kernel",341 ml,0.58,100ml,1.99,,,,,https://www.realcanadiansuperstore.ca/en/corn-niblets-whole-kernel/p/21021224_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21677467_EA,Tropicana,100% Fresh Pressed Juice Apple Juice,1.36 l,0.43,100ml,5.79,,,,,https://www.realcanadiansuperstore.ca/en/100-fresh-pressed-juice-apple-juice/p/21677467_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20637355_EA,Quaker,Life Original Cereal,450 g,1.18,100g,5.29,,,,,https://www.realcanadiansuperstore.ca/en/life-original-cereal/p/20637355_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20698133_EA,President's Choice,Chicken Spring Rolls,574 g,1.74,100g,10.00,,,,,https://www.realcanadiansuperstore.ca/en/chicken-spring-rolls/p/20698133_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21511747_EA,Kelloggs,Eggo Thick & Fluffy Waffles Original,330 g,1.21,100g,3.99,4.29,SALE,SAVE $0.30,5/20/2026,https://www.realcanadiansuperstore.ca/en/eggo-thick-fluffy-waffles-original/p/21511747_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21715576_EA,Softsoap,Refill Hand Soap,1.47 l,0.51,100ml,5.00,,LIMIT,"Limit 6, after limit $7.49",4/29/2026,https://www.realcanadiansuperstore.ca/en/refill-hand-soap/p/21715576_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21191830_EA,Janes,"Pub Style Chicken Nugget, Fully Cooked",700 g,1.86,100g,13.00,,,,,https://www.realcanadiansuperstore.ca/en/pub-style-chicken-nugget-fully-cooked/p/21191830_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21438999_EA,Nissin,Instant Noodle With Soup Base Demae Ramen Sesame Oil Flavour,500 g,0.96,100g,4.79,,,,,https://www.realcanadiansuperstore.ca/en/instant-noodle-with-soup-base-demae-ramen-sesame-o/p/21438999_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21186207_EA,Cashmere,"Soft & Thick Toilet Paper, 24 Double Rolls = 48 Single Rolls",1 ea,0.58,1ea,13.99,,,,,https://www.realcanadiansuperstore.ca/en/soft-thick-toilet-paper-24-double-rolls-48-single/p/21186207_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20117550001_EA,Farmer's Market,Sweet Baby Peppers (4-Pack),1 ea,1.5,1ea,6.00,,,,,https://www.realcanadiansuperstore.ca/en/sweet-baby-peppers-4-pack/p/20117550001_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20817066001_KG,,Papaya,$4.41/1kg $2.00/1lb,,,5.73,,,,,https://www.realcanadiansuperstore.ca/en/papaya/p/20817066001_KG
4/23/2026,4/23/2026,Real Canadian Superstore,21595175_EA,Butcher's Choice,Medium Ground Beef,450 g,1.89,100g,8.50,,,,,https://www.realcanadiansuperstore.ca/en/medium-ground-beef/p/21595175_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20054025001_EA,Farmer's Market,"Mandarin, 4 lb bag",1.8 kg,0.5,100g,9.00,,,,,https://www.realcanadiansuperstore.ca/en/mandarin-4-lb-bag/p/20054025001_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20099819001_EA,Farmer's Market,"Mandarin Oranges, 2 lb bag",907 g,0.5,100g,4.50,,,,,https://www.realcanadiansuperstore.ca/en/mandarin-oranges-2-lb-bag/p/20099819001_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20732366_EA,Maple Leaf,Original Natural Bacon,375 g,2.66,100g,9.99,,,,,https://www.realcanadiansuperstore.ca/en/original-natural-bacon/p/20732366_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21505336_EA,Aveeno,"Positively Radiant Daily Moisturizer SPF 15, Dry Skin Lotion, Face Cream, Hypoallergenic, Soy Formula",120 ml,17.99,100ml,21.59,22.49,SALE,SAVE $0.90,4/29/2026,https://www.realcanadiansuperstore.ca/en/positively-radiant-daily-moisturizer-spf-15-dry-sk/p/21505336_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20425775001_KG,,Extra Large Green Seedless Grapes,$3.95/1kg $1.79/1lb,,,4.03,7.84,SALE,SAVE $3.81,4/29/2026,https://www.realcanadiansuperstore.ca/en/extra-large-green-seedless-grapes/p/20425775001_KG
4/23/2026,4/23/2026,Real Canadian Superstore,20584097_EA,President's Choice,Hummus ,227 g,1.76,100g,3.99,,,,,https://www.realcanadiansuperstore.ca/en/hummus/p/20584097_EA
4/23/2026,4/23/2026,Real Canadian Superstore,20340143_EA,President's Choice,Sugar Cones ,142 g,1.96,100g,2.79,,,,,https://www.realcanadiansuperstore.ca/en/sugar-cones/p/20340143_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21495823_EA,T&T,Pork and Vegetable Potstickers,567 g,0.88,100g,5.00,,,,,https://www.realcanadiansuperstore.ca/en/pork-and-vegetable-potstickers/p/21495823_EA
4/23/2026,4/23/2026,Real Canadian Superstore,21622130_EA,Tropicana,"Orange Juice, No Pulp",1.36 l,0.37,100ml,5.00,,,,,https://www.realcanadiansuperstore.ca/en/orange-juice-no-pulp/p/21622130_EA
4/23/2026,4/23/2026,Independent City Market,20049778001_EA,,Strawberries 1LB,454 g,1.1,100g,5.00,,,,,https://www.independentcitymarket.ca/en/strawberries-1lb/p/20049778001_EA
4/23/2026,4/23/2026,Independent City Market,20045276001_EA,,Honeydew Melon,1 ea,8,1ea,8.00,,,,,https://www.independentcitymarket.ca/en/honeydew-melon/p/20045276001_EA
4/23/2026,4/23/2026,Independent City Market,20167017001_EA,,Cantaloupe,1 ea,6,1ea,6.00,,,,,https://www.independentcitymarket.ca/en/cantaloupe/p/20167017001_EA
4/23/2026,4/23/2026,Independent City Market,20082109001_KG,,LoBok (Daikon Radish),$5.47/1kg $2.48/1lb,,,5.14,,,,,https://www.independentcitymarket.ca/en/lobok-daikon-radish/p/20082109001_KG
4/23/2026,4/23/2026,Independent City Market,20851084001_KG,,"Chinese Carrots, Jumbo",$4.41/1kg $2.00/1lb,,,3.27,,,,,https://www.independentcitymarket.ca/en/chinese-carrots-jumbo/p/20851084001_KG
